"Aerolínea","Fecha_del_viaje","Origen","Destino","Ruta","Hora_de_salida","Hora_de_llegada","Duración","Total_de_escalas","Información_adicional","Precio (S/)"
"LATAM Perú","2024-06-28","TRU","PIU","TRU-PIU","14:30","15:00","1","0","Cancelación gratuita","342.65"
"Avianca Perú","2024-04-19","CUZ","JUL","CUZ-JUL","19:30","19:30","0.9","1","Clase business","580.88"
"VIVA Air Perú","2024-09-27","LIM","CUZ","LIM-CUZ","14:45","15:15","1.2","0","Clase económica","186.95"
"Avianca Perú","2024-10-06","LIM","AQP","LIM-AQP","15:30","16:45","1.3","0","Clase business","638.55"
"Avianca Perú","2024-04-28","LIM","TCQ","LIM-TCQ","17:15","18:15","1.7","0","Incluye snack","341"
"VIVA Air Perú","2024-12-26","LIM","PCL","LIM-PCL","20:45","21:30","1.2","0","WiFi incluido","254.42"
"VIVA Air Perú","2024-12-02","LIM","PCL","LIM-PCL","13:00","14:45","1.3","0","Asiento preferente","273.65"
"JetSMART Perú","2024-03-18","CUZ","AQP","CUZ-AQP","12:30","13:00","1","0","Incluye equipaje","153.24"
"LATAM Perú","2024-04-07","TRU","PIU","TRU-PIU","11:15","12:00","1","0","Solo equipaje de mano","189.77"
"LATAM Perú","2024-11-02","LIM","CUZ","LIM-CUZ","13:30","14:30","1.2","0","Cancelación gratuita","358.73"
"Sky Airline Perú","2024-10-27","LIM","TRU","LIM-TRU","13:45","14:15","1","0","Incluye equipaje","232.97"
"Avianca Perú","2024-01-09","AQP","JUL","AQP-JUL","06:30","06:00","0.9","0","WiFi incluido","226.12"
"LATAM Perú","2024-03-30","LIM","CIX","LIM-CIX","05:00","06:30","1.4","0","Clase económica","298.2"
"LATAM Perú","2024-10-21","CUZ","AQP","CUZ-AQP","17:45","18:15","1","0","Clase económica","229.08"
"LATAM Perú","2024-07-12","LIM","IQT","LIM-IQT","08:15","10:30","2","0","Clase business","1056.34"
"LATAM Perú","2024-10-10","LIM","TPP","LIM-TPP","18:30","19:15","1.5","0","Incluye equipaje","277.84"
"LATAM Perú","2024-05-15","LIM","AQP","LIM-AQP","18:00","19:45","1.2","0","Incluye equipaje","191.45"
"VIVA Air Perú","2024-11-26","LIM","CUZ","LIM-CUZ","19:30","20:00","1.3","0","Incluye equipaje","205.43"
"LATAM Perú","2024-06-13","TRU","PIU","TRU-PIU","21:45","21:30","0.9","0","Clase business","475.34"
"Avianca Perú","2024-08-16","LIM","TPP","LIM-TPP","14:00","15:45","1.4","0","Clase business","696.22"
"VIVA Air Perú","2024-08-16","LIM","TPP","LIM-TPP","12:45","13:15","1.4","0","Asiento preferente","278.46"
"Avianca Perú","2024-06-10","LIM","TRU","LIM-TRU","08:30","09:00","1","0","Incluye snack","251.13"
"JetSMART Perú","2024-08-28","LIM","TRU","LIM-TRU","20:30","21:00","1.1","0","Clase business","405.77"
"LATAM Perú","2024-01-22","AQP","JUL","AQP-JUL","17:15","18:45","1","0","Asiento preferente","267.73"
"Sky Airline Perú","2024-06-21","TRU","PIU","TRU-PIU","05:00","05:15","0.9","0","Incluye equipaje","225.49"
"Avianca Perú","2024-10-08","LIM","PCL","LIM-PCL","11:30","12:15","1.1","0","Solo equipaje de mano","174.69"
"Sky Airline Perú","2024-07-31","LIM","PCL","LIM-PCL","11:15","12:45","1.1","0","Incluye snack","253.75"
"VIVA Air Perú","2024-12-15","TRU","PIU","TRU-PIU","07:00","08:30","1.1","1","Incluye snack","255.82"
"JetSMART Perú","2024-12-04","CUZ","JUL","CUZ-JUL","20:00","20:30","0.9","0","Cancelación gratuita","257.51"
"LATAM Perú","2024-08-17","LIM","AQP","LIM-AQP","18:45","19:00","1.3","0","Cancelación gratuita","411.52"
"VIVA Air Perú","2024-02-25","LIM","AQP","LIM-AQP","16:00","17:00","1.6","0","Cancelación gratuita","316.76"
"Avianca Perú","2024-05-06","LIM","PCL","LIM-PCL","10:30","11:30","1.2","1","Solo equipaje de mano","200.01"
"LATAM Perú","2024-11-27","LIM","PCL","LIM-PCL","10:30","11:15","1.3","0","Incluye equipaje","227.01"
"Avianca Perú","2024-08-20","LIM","TRU","LIM-TRU","15:15","16:30","1.2","0","Incluye snack","263.75"
"Sky Airline Perú","2024-09-17","CUZ","AQP","CUZ-AQP","11:45","12:15","1","0","Asiento preferente","213.38"
"Sky Airline Perú","2024-04-14","LIM","CUZ","LIM-CUZ","06:30","07:15","1.4","0","WiFi incluido","263.52"
"Sky Airline Perú","2024-08-12","CUZ","AQP","CUZ-AQP","11:45","11:45","0.9","0","Clase business","398.05"
"JetSMART Perú","2024-06-02","LIM","CIX","LIM-CIX","16:30","17:15","1.2","0","Clase business","506.95"
"JetSMART Perú","2024-10-23","AQP","JUL","AQP-JUL","19:45","20:30","1","0","Solo equipaje de mano","147.77"
"Sky Airline Perú","2024-07-16","TRU","CIX","TRU-CIX","06:15","06:00","0.8","0","Asiento preferente","255.29"
"VIVA Air Perú","2024-08-07","AQP","JUL","AQP-JUL","19:45","20:30","1.1","0","Clase económica","177.46"
"Sky Airline Perú","2024-07-11","LIM","CUZ","LIM-CUZ","13:00","14:00","1.4","0","Asiento preferente","324.32"
"Sky Airline Perú","2024-09-29","AQP","TCQ","AQP-TCQ","17:45","17:15","0.8","0","Incluye equipaje","218.11"
"Sky Airline Perú","2024-07-09","LIM","JUL","LIM-JUL","15:30","16:00","1.5","0","Clase business","604.87"
"LATAM Perú","2024-10-15","LIM","TRU","LIM-TRU","16:00","17:00","1.2","0","WiFi incluido","296.71"
"LATAM Perú","2024-12-14","TRU","PIU","TRU-PIU","12:00","13:15","1","0","Clase business","781.95"
"VIVA Air Perú","2024-05-14","LIM","PIU","LIM-PIU","06:00","07:00","1.5","0","Clase económica","192.21"
"Avianca Perú","2024-06-07","LIM","JUL","LIM-JUL","13:45","14:15","1.4","0","Incluye snack","324.22"
"Sky Airline Perú","2024-01-02","CUZ","JUL","CUZ-JUL","21:00","21:00","0.6","0","Asiento preferente","190.94"
"LATAM Perú","2024-08-28","LIM","TCQ","LIM-TCQ","11:00","12:30","1.6","0","Incluye equipaje","267.5"
"VIVA Air Perú","2024-06-07","TRU","PIU","TRU-PIU","19:30","20:00","1","0","Clase business","402"
"Sky Airline Perú","2024-06-13","LIM","IQT","LIM-IQT","09:00","11:00","2","0","Incluye equipaje","274.52"
"VIVA Air Perú","2024-02-26","LIM","PIU","LIM-PIU","15:30","16:45","1.4","0","Cancelación gratuita","228.34"
"Avianca Perú","2024-07-10","LIM","CIX","LIM-CIX","06:45","07:00","1.2","0","Clase business","668.39"
"LATAM Perú","2024-10-05","LIM","PIU","LIM-PIU","17:45","18:15","1.4","0","WiFi incluido","359.58"
"VIVA Air Perú","2024-01-16","LIM","PIU","LIM-PIU","10:15","11:00","1.4","1","Solo equipaje de mano","164.13"
"VIVA Air Perú","2024-12-18","AQP","TCQ","AQP-TCQ","06:45","06:00","0.9","0","Clase business","406.88"
"Sky Airline Perú","2024-01-26","CUZ","JUL","CUZ-JUL","16:00","16:45","0.7","0","Incluye snack","244.49"
"VIVA Air Perú","2024-11-27","LIM","JUL","LIM-JUL","12:45","13:00","1.4","0","Asiento preferente","236"
"JetSMART Perú","2024-07-20","CUZ","AQP","CUZ-AQP","16:00","17:15","1","0","Asiento preferente","335.1"
"LATAM Perú","2024-06-16","TRU","PIU","TRU-PIU","16:30","17:30","1.1","0","WiFi incluido","303.87"
"VIVA Air Perú","2024-05-02","CUZ","AQP","CUZ-AQP","15:30","15:00","0.8","0","Incluye equipaje","125.17"
"JetSMART Perú","2024-12-02","LIM","TPP","LIM-TPP","08:45","09:30","1.5","0","Incluye equipaje","258.14"
"JetSMART Perú","2024-04-08","CUZ","JUL","CUZ-JUL","07:45","07:15","0.8","0","Solo equipaje de mano","150.37"
"Sky Airline Perú","2024-08-22","LIM","TRU","LIM-TRU","19:45","20:30","1.2","0","Incluye snack","217.78"
"LATAM Perú","2024-10-09","LIM","TPP","LIM-TPP","11:15","12:45","1.5","0","WiFi incluido","323.5"
"Avianca Perú","2024-09-03","TRU","CIX","TRU-CIX","20:30","20:15","0.9","0","Asiento preferente","243.04"
"JetSMART Perú","2024-05-02","LIM","JUL","LIM-JUL","07:00","08:15","1.4","0","Clase económica","183.71"
"Sky Airline Perú","2024-09-04","AQP","JUL","AQP-JUL","05:45","05:00","0.9","0","Cancelación gratuita","269.77"
"Sky Airline Perú","2024-07-03","LIM","PCL","LIM-PCL","21:00","22:30","1.3","0","Incluye snack","281.31"
"LATAM Perú","2024-06-05","AQP","TCQ","AQP-TCQ","14:45","14:00","0.7","0","Asiento preferente","261.11"
"Avianca Perú","2024-09-06","CUZ","JUL","CUZ-JUL","19:00","19:30","0.7","0","Clase económica","254.41"
"VIVA Air Perú","2024-01-05","LIM","AQP","LIM-AQP","15:45","16:30","1.4","0","WiFi incluido","260.8"
"LATAM Perú","2024-01-24","LIM","IQT","LIM-IQT","19:30","20:15","1.8","0","Clase económica","274.09"
"Sky Airline Perú","2024-02-21","CUZ","JUL","CUZ-JUL","20:45","20:45","0.8","1","Cancelación gratuita","198.43"
"VIVA Air Perú","2024-10-22","AQP","TCQ","AQP-TCQ","07:45","07:45","0.9","0","Clase business","361.18"
"VIVA Air Perú","2024-03-18","TRU","PIU","TRU-PIU","10:45","11:30","1","0","Solo equipaje de mano","144.57"
"LATAM Perú","2024-11-08","LIM","JUL","LIM-JUL","07:30","08:30","1.4","0","WiFi incluido","342.87"
"VIVA Air Perú","2024-12-25","LIM","PCL","LIM-PCL","10:45","11:15","1.2","0","Incluye snack","261.09"
"VIVA Air Perú","2024-05-11","AQP","JUL","AQP-JUL","08:15","08:45","0.9","0","Clase económica","179.06"
"VIVA Air Perú","2024-02-24","LIM","TRU","LIM-TRU","15:00","16:00","1","0","Clase business","431.43"
"Sky Airline Perú","2024-04-06","AQP","JUL","AQP-JUL","17:45","17:15","0.7","1","Clase business","483.84"
"Sky Airline Perú","2024-01-04","LIM","TCQ","LIM-TCQ","13:00","14:30","1.6","0","Clase business","508.26"
"Sky Airline Perú","2024-09-26","TRU","PIU","TRU-PIU","13:45","13:00","0.9","0","Clase business","407.45"
"JetSMART Perú","2024-10-31","LIM","TPP","LIM-TPP","14:30","15:00","1.4","0","Cancelación gratuita","284.89"
"JetSMART Perú","2024-07-04","LIM","PIU","LIM-PIU","10:45","11:15","1.5","1","Clase económica","219.35"
"VIVA Air Perú","2024-03-27","TRU","CIX","TRU-CIX","06:00","06:30","0.8","0","Clase económica","135.19"
"JetSMART Perú","2024-04-13","AQP","TCQ","AQP-TCQ","10:30","10:45","0.8","0","Incluye equipaje","208.55"
"Avianca Perú","2024-02-22","TRU","PIU","TRU-PIU","06:45","06:00","0.8","0","Incluye equipaje","219.45"
"LATAM Perú","2024-05-19","LIM","IQT","LIM-IQT","21:45","22:45","1.9","0","Incluye snack","393.3"
"VIVA Air Perú","2024-03-30","LIM","IQT","LIM-IQT","19:45","20:30","1.9","0","Asiento preferente","322.52"
"Avianca Perú","2024-01-16","AQP","TCQ","AQP-TCQ","21:00","21:45","0.8","0","Solo equipaje de mano","142.91"
"Avianca Perú","2024-12-01","AQP","TCQ","AQP-TCQ","20:15","20:15","0.8","0","Incluye equipaje","246"
"VIVA Air Perú","2024-07-06","LIM","TCQ","LIM-TCQ","10:00","11:30","1.5","0","Incluye equipaje","246.93"
"LATAM Perú","2024-08-30","TRU","CIX","TRU-CIX","05:15","05:00","0.7","0","Cancelación gratuita","344.1"
"LATAM Perú","2024-09-13","LIM","JUL","LIM-JUL","12:15","13:30","1.5","0","Asiento preferente","411.01"
"VIVA Air Perú","2024-04-01","TRU","PIU","TRU-PIU","10:15","11:15","1.2","0","Clase económica","141.35"
"Avianca Perú","2024-09-27","LIM","IQT","LIM-IQT","08:30","09:00","1.8","0","Asiento preferente","389.42"
"VIVA Air Perú","2024-06-28","AQP","JUL","AQP-JUL","12:45","13:30","1","0","Incluye snack","245.35"
"VIVA Air Perú","2024-12-25","TRU","CIX","TRU-CIX","13:00","13:00","0.7","0","Clase económica","151.47"
"Sky Airline Perú","2024-01-19","LIM","CUZ","LIM-CUZ","17:30","18:15","1.3","0","Incluye snack","263.48"
"Avianca Perú","2024-10-18","LIM","IQT","LIM-IQT","19:15","20:15","1.9","0","Solo equipaje de mano","288.88"
"Avianca Perú","2024-09-13","LIM","TPP","LIM-TPP","05:15","06:00","1.5","0","Incluye snack","346.25"
"LATAM Perú","2024-04-04","LIM","JUL","LIM-JUL","06:15","07:30","1.4","0","Clase económica","237.17"
"VIVA Air Perú","2024-12-29","LIM","TRU","LIM-TRU","10:30","11:00","1","0","Clase business","555.69"
"JetSMART Perú","2024-03-12","LIM","AQP","LIM-AQP","12:00","13:45","1.3","0","Asiento preferente","209.99"
"Sky Airline Perú","2024-12-09","LIM","TRU","LIM-TRU","06:00","07:45","1.1","0","Incluye equipaje","295.39"
"LATAM Perú","2024-03-24","LIM","TPP","LIM-TPP","18:30","19:30","1.4","0","Asiento preferente","350.58"
"Sky Airline Perú","2024-08-29","CUZ","JUL","CUZ-JUL","07:45","07:30","0.6","0","Clase business","388"
"JetSMART Perú","2024-11-18","TRU","CIX","TRU-CIX","09:45","09:45","0.8","0","WiFi incluido","147.62"
"JetSMART Perú","2024-12-02","LIM","IQT","LIM-IQT","17:00","18:15","1.8","0","Clase económica","265.18"
"Avianca Perú","2024-09-28","LIM","PIU","LIM-PIU","15:45","16:30","1.7","0","Clase económica","316.72"
"Sky Airline Perú","2024-02-15","TRU","CIX","TRU-CIX","18:30","18:15","0.9","0","Clase económica","179.72"
"Avianca Perú","2024-02-23","LIM","CUZ","LIM-CUZ","06:45","07:15","1.2","0","Incluye equipaje","298.14"
"LATAM Perú","2024-06-24","LIM","CIX","LIM-CIX","21:30","22:00","1.2","0","WiFi incluido","310.87"
"Sky Airline Perú","2024-05-09","LIM","TRU","LIM-TRU","07:30","08:45","1.2","0","Incluye equipaje","198.32"
"Sky Airline Perú","2024-10-23","CUZ","AQP","CUZ-AQP","16:30","16:15","0.9","0","WiFi incluido","202.26"
"LATAM Perú","2024-01-08","CUZ","AQP","CUZ-AQP","09:15","09:30","0.8","0","Asiento preferente","267.08"
"Avianca Perú","2024-11-05","LIM","PIU","LIM-PIU","09:00","10:15","1.4","0","Solo equipaje de mano","251.46"
"Sky Airline Perú","2024-07-22","LIM","CIX","LIM-CIX","13:45","14:45","1.3","0","Asiento preferente","254.34"
"VIVA Air Perú","2024-05-20","LIM","TCQ","LIM-TCQ","06:00","07:45","1.7","0","Asiento preferente","243.41"
"JetSMART Perú","2024-03-11","LIM","IQT","LIM-IQT","14:30","15:00","1.8","0","Solo equipaje de mano","197.1"
"LATAM Perú","2024-01-03","LIM","TCQ","LIM-TCQ","08:30","09:00","1.5","0","Clase económica","260.8"
"Avianca Perú","2024-08-30","LIM","AQP","LIM-AQP","21:45","22:30","1.4","0","Incluye equipaje","286.47"
"VIVA Air Perú","2024-11-01","LIM","PIU","LIM-PIU","21:45","22:15","1.6","0","Clase business","543.79"
"Avianca Perú","2024-11-13","LIM","PIU","LIM-PIU","12:00","13:15","1.3","0","Clase económica","174.39"
"JetSMART Perú","2024-08-28","CUZ","AQP","CUZ-AQP","21:45","22:15","1.1","0","Clase business","404.38"
"Avianca Perú","2024-01-24","AQP","TCQ","AQP-TCQ","11:15","12:45","1","0","Incluye snack","267.41"
"Sky Airline Perú","2024-11-06","LIM","TRU","LIM-TRU","05:30","06:15","1.1","0","Solo equipaje de mano","163.68"
"VIVA Air Perú","2024-12-06","LIM","PIU","LIM-PIU","08:45","09:45","1.3","0","Incluye equipaje","236.82"
"JetSMART Perú","2024-08-30","LIM","CUZ","LIM-CUZ","15:15","16:45","1.3","0","Cancelación gratuita","322.51"
"VIVA Air Perú","2024-12-06","LIM","JUL","LIM-JUL","20:45","21:30","1.4","0","Clase económica","269.54"
"VIVA Air Perú","2024-11-14","LIM","TCQ","LIM-TCQ","21:00","22:45","1.6","1","Solo equipaje de mano","180.37"
"Avianca Perú","2024-07-18","TRU","PIU","TRU-PIU","11:30","12:45","1.1","0","Cancelación gratuita","342.56"
"JetSMART Perú","2024-08-17","CUZ","JUL","CUZ-JUL","10:30","10:15","0.7","0","Incluye equipaje","185.66"
"JetSMART Perú","2024-11-21","LIM","JUL","LIM-JUL","13:30","14:15","1.3","0","Incluye snack","229.16"
"LATAM Perú","2024-06-07","LIM","CIX","LIM-CIX","06:15","07:15","1.2","0","Asiento preferente","346.32"
"LATAM Perú","2024-03-09","LIM","CIX","LIM-CIX","10:45","11:45","1.2","0","Solo equipaje de mano","236.96"
"JetSMART Perú","2024-01-08","TRU","PIU","TRU-PIU","10:45","10:30","0.9","0","Clase business","383.8"
"LATAM Perú","2024-11-19","CUZ","JUL","CUZ-JUL","14:45","14:30","0.8","0","Clase económica","221.87"
"Avianca Perú","2024-10-05","TRU","PIU","TRU-PIU","20:30","20:15","0.8","0","Incluye equipaje","280.61"
"LATAM Perú","2024-10-03","CUZ","AQP","CUZ-AQP","05:45","06:30","1.1","0","Cancelación gratuita","338.9"
"Sky Airline Perú","2024-08-28","LIM","CUZ","LIM-CUZ","08:15","09:15","1.2","0","Cancelación gratuita","263.04"
"JetSMART Perú","2024-02-12","TRU","CIX","TRU-CIX","11:45","11:00","0.9","0","Incluye snack","149.53"
"LATAM Perú","2024-06-26","LIM","TCQ","LIM-TCQ","20:30","21:00","1.8","0","Solo equipaje de mano","243.03"
"VIVA Air Perú","2024-07-28","AQP","JUL","AQP-JUL","08:15","08:00","0.8","0","Asiento preferente","285.97"
"LATAM Perú","2024-11-08","LIM","TCQ","LIM-TCQ","06:00","07:45","1.4","0","Cancelación gratuita","391.91"
"LATAM Perú","2024-01-18","LIM","PCL","LIM-PCL","14:15","15:45","1.2","0","Solo equipaje de mano","182.15"
"LATAM Perú","2024-09-29","AQP","TCQ","AQP-TCQ","06:00","06:30","0.8","0","Clase económica","244.73"
"JetSMART Perú","2024-03-16","LIM","PCL","LIM-PCL","07:00","08:00","1.2","0","Incluye equipaje","246.89"
"Avianca Perú","2024-10-19","LIM","TPP","LIM-TPP","17:15","18:30","1.3","0","Incluye snack","310.12"
"LATAM Perú","2024-12-16","TRU","CIX","TRU-CIX","15:45","15:00","0.8","0","Incluye equipaje","255.45"
"JetSMART Perú","2024-05-28","LIM","AQP","LIM-AQP","09:15","10:15","1.4","0","Cancelación gratuita","257.41"
"VIVA Air Perú","2024-09-23","LIM","JUL","LIM-JUL","06:30","07:00","1.4","0","WiFi incluido","212.95"
"JetSMART Perú","2024-06-04","LIM","TPP","LIM-TPP","13:45","14:00","1.5","0","WiFi incluido","199.01"
"Avianca Perú","2024-05-03","LIM","PCL","LIM-PCL","18:30","19:30","1.3","0","Incluye equipaje","289.39"
"JetSMART Perú","2024-01-10","CUZ","JUL","CUZ-JUL","06:45","06:30","0.8","0","Solo equipaje de mano","120"
"Sky Airline Perú","2024-08-01","CUZ","JUL","CUZ-JUL","09:30","09:00","0.6","0","Cancelación gratuita","213.6"
"LATAM Perú","2024-07-01","CUZ","AQP","CUZ-AQP","20:45","20:15","0.9","0","Clase económica","258.82"
"VIVA Air Perú","2024-12-04","TRU","CIX","TRU-CIX","11:45","12:00","1","0","Cancelación gratuita","252.9"
"Sky Airline Perú","2024-10-21","LIM","TRU","LIM-TRU","15:30","16:00","1.2","0","Asiento preferente","233.94"
"JetSMART Perú","2024-08-22","LIM","AQP","LIM-AQP","17:45","18:00","1.2","0","Incluye equipaje","169.42"
"VIVA Air Perú","2024-04-19","TRU","CIX","TRU-CIX","11:45","11:45","0.7","0","Incluye snack","216.06"
"Sky Airline Perú","2024-03-15","LIM","JUL","LIM-JUL","18:45","19:00","1.4","0","Incluye equipaje","243.04"
"LATAM Perú","2024-10-13","TRU","PIU","TRU-PIU","16:15","16:00","0.9","0","Incluye equipaje","281.58"
"Avianca Perú","2024-01-05","LIM","PCL","LIM-PCL","09:00","10:00","1.3","0","Asiento preferente","370.36"
"Avianca Perú","2024-11-23","CUZ","AQP","CUZ-AQP","20:30","20:00","0.9","0","Solo equipaje de mano","197.08"
"LATAM Perú","2024-07-18","LIM","IQT","LIM-IQT","13:45","15:15","2","0","WiFi incluido","416.94"
"JetSMART Perú","2024-02-29","CUZ","AQP","CUZ-AQP","07:00","08:45","1","0","Clase business","378.31"
"Sky Airline Perú","2024-04-07","LIM","AQP","LIM-AQP","18:15","19:15","1.4","0","WiFi incluido","305.64"
"JetSMART Perú","2024-04-23","LIM","JUL","LIM-JUL","15:00","16:15","1.5","0","Solo equipaje de mano","167.68"
"VIVA Air Perú","2024-09-14","LIM","PIU","LIM-PIU","20:45","21:15","1.4","0","Clase business","483.76"
"JetSMART Perú","2024-03-05","TRU","PIU","TRU-PIU","07:45","08:15","1","0","Incluye snack","246.96"
"VIVA Air Perú","2024-08-06","CUZ","AQP","CUZ-AQP","06:45","07:00","1","0","Solo equipaje de mano","162.37"
"LATAM Perú","2024-07-05","TRU","PIU","TRU-PIU","14:30","15:30","1.1","0","Clase económica","321.2"
"LATAM Perú","2024-07-25","LIM","PIU","LIM-PIU","11:45","12:45","1.5","0","Clase económica","344.94"
"Avianca Perú","2024-08-13","LIM","PIU","LIM-PIU","16:00","17:30","1.5","0","Incluye snack","319.03"
"Sky Airline Perú","2024-07-27","LIM","PIU","LIM-PIU","21:00","22:15","1.4","0","Solo equipaje de mano","267.08"
"Sky Airline Perú","2024-09-05","TRU","CIX","TRU-CIX","21:00","21:45","0.8","0","Clase económica","160.78"
"JetSMART Perú","2024-10-26","LIM","CIX","LIM-CIX","20:30","21:00","1.2","0","WiFi incluido","286.43"
"VIVA Air Perú","2024-03-26","LIM","CUZ","LIM-CUZ","13:15","14:00","1.2","0","Incluye snack","220.13"
"VIVA Air Perú","2024-08-18","LIM","JUL","LIM-JUL","16:30","17:15","1.3","0","WiFi incluido","211.03"
"Sky Airline Perú","2024-07-19","LIM","TPP","LIM-TPP","06:00","07:15","1.4","0","Asiento preferente","390.69"
"JetSMART Perú","2024-02-24","LIM","CIX","LIM-CIX","09:45","10:30","1.1","0","Solo equipaje de mano","185.22"
"JetSMART Perú","2024-06-24","AQP","JUL","AQP-JUL","16:45","16:45","0.8","0","WiFi incluido","188.38"
"LATAM Perú","2024-12-23","LIM","CIX","LIM-CIX","10:15","11:30","1.3","0","Clase business","681.72"
"Sky Airline Perú","2024-01-21","LIM","CUZ","LIM-CUZ","05:30","06:45","1.2","0","Cancelación gratuita","302.63"
"LATAM Perú","2024-12-21","LIM","JUL","LIM-JUL","05:00","06:15","1.4","0","Solo equipaje de mano","348.03"
"JetSMART Perú","2024-12-25","AQP","JUL","AQP-JUL","11:15","11:00","0.8","0","Incluye equipaje","190.12"
"VIVA Air Perú","2024-06-24","CUZ","AQP","CUZ-AQP","12:00","12:30","0.9","0","Cancelación gratuita","207.9"
"LATAM Perú","2024-02-04","CUZ","JUL","CUZ-JUL","10:45","10:00","0.7","0","Clase business","553.69"
"JetSMART Perú","2024-03-05","LIM","JUL","LIM-JUL","20:45","21:15","1.5","0","Incluye equipaje","192.13"
"Avianca Perú","2024-09-04","AQP","JUL","AQP-JUL","15:45","16:30","1","0","WiFi incluido","252.79"
"JetSMART Perú","2024-11-15","LIM","TCQ","LIM-TCQ","16:45","17:30","1.7","0","Clase económica","206.79"
"JetSMART Perú","2024-07-28","LIM","CUZ","LIM-CUZ","12:15","13:15","1.1","0","Clase business","583.97"
